w1,w2,w3,tau,seed_model,acc_t1,acc_t2,acc_t3,gain,r_norm,delta_norm
0.1,0.1,1.0,3.0,3,0.785,0.75,0.8,0.015000000000000013,2.6111232480858604,1.8295082607782929
0.1,0.1,1.0,3.0,0,0.795,0.83,0.835,0.039999999999999925,2.1644680358372357,1.671222252669714
0.1,0.1,1.0,3.0,2,0.705,0.785,0.8,0.09500000000000008,2.502420457430872,1.9161192624059016
0.1,0.1,1.0,3.0,1,0.83,0.865,0.85,0.020000000000000018,2.1765971030142475,1.5795410766615967
0.1,0.1,1.0,3.0,5,0.78,0.755,0.78,0.0,1.967736193445198,1.1026297438010875
0.1,0.1,1.0,3.0,4,0.795,0.85,0.87,0.07499999999999996,2.268421431688429,1.4852255218912183
0.1,0.1,1.0,3.0,7,0.82,0.835,0.815,-0.0050000000000000044,1.8585602688668248,1.182443771715993
0.1,0.1,1.0,3.0,6,0.8,0.74,0.73,-0.07000000000000006,1.6894332602016218,0.7494872185585932
0.1,0.1,1.0,3.0,8,0.77,0.785,0.78,0.010000000000000009,1.943013790642373,1.1233503153480924
0.1,0.1,1.0,3.0,9,0.825,0.825,0.82,-0.0050000000000000044,2.0002433018665027,1.2507633402283178
0.1,0.1,1.0,5.0,0,0.8,0.825,0.835,0.03499999999999992,1.5619383645359017,1.2467607555354987
0.1,0.1,1.0,5.0,2,0.745,0.795,0.81,0.06500000000000006,1.9748532710812452,1.4742394235872758
0.1,0.1,1.0,5.0,1,0.85,0.875,0.87,0.020000000000000018,1.5682871504334361,1.2257476674252274
